-4.314963519573211670e-01 -6.825650930404663086e-01 5.898438692092895508e-01
-4.362158477306365967e-01 -6.937034130096435547e-01 5.731416940689086914e-01
-4.348355233669281006e-01 -6.914451718330383301e-01 5.769069790840148926e-01
-4.321712553501129150e-01 -6.825432181358337402e-01 5.893748998641967773e-01
-4.317439496517181396e-01 -6.825642585754394531e-01 5.896637439727783203e-01
-4.317322075366973877e-01 -6.854456663131713867e-01 5.863204002380371094e-01
-4.350661039352416992e-01 -6.827288866043090820e-01 5.870254039764404297e-01
-4.353159666061401367e-01 -6.809871196746826172e-01 5.888601541519165039e-01
-4.393174946308135986e-01 -6.988289356231689453e-01 5.644804835319519043e-01
-4.321018457412719727e-01 -6.833714842796325684e-01 5.884652733802795410e-01
-4.316017329692840576e-01 -6.810861229896545410e-01 5.914742350578308105e-01
-4.350382387638092041e-01 -6.921655535697937012e-01 5.758893489837646484e-01
-4.330684840679168701e-01 -6.853549480438232422e-01 5.854402184486389160e-01
-4.357209205627441406e-01 -6.916775703430175781e-01 5.759596824645996094e-01
-4.352234303951263428e-01 -6.885274052619934082e-01 5.800952911376953125e-01
-4.362982213497161865e-01 -6.865400075912475586e-01 5.816414952278137207e-01
-4.342221915721893311e-01 -6.846692562103271484e-01 5.853877067565917969e-01
-4.341553151607513428e-01 -6.812417507171630859e-01 5.894224643707275391e-01
-4.323136806488037109e-01 -6.802302002906799316e-01 5.919389128684997559e-01
-4.329899847507476807e-01 -6.825866699218750000e-01 5.887233614921569824e-01
-4.356869459152221680e-01 -6.876671314239501953e-01 5.807673335075378418e-01
-4.353477060794830322e-01 -6.880179643630981445e-01 5.806061029434204102e-01
-4.350845515727996826e-01 -6.894957423210144043e-01 5.790483951568603516e-01
-4.324217438697814941e-01 -6.802604794502258301e-01 5.918252468109130859e-01
-4.332135021686553955e-01 -6.840640902519226074e-01 5.868409872055053711e-01
-4.331774413585662842e-01 -6.840177774429321289e-01 5.869217514991760254e-01
-4.364020526409149170e-01 -6.933462023735046387e-01 5.734320282936096191e-01
-4.365468621253967285e-01 -6.896913647651672363e-01 5.777133107185363770e-01
-4.318282902240753174e-01 -6.803435087203979492e-01 5.921629071235656738e-01
-4.305358827114105225e-01 -6.804599165916442871e-01 5.929697155952453613e-01
-4.308928847312927246e-01 -6.823865771293640137e-01 5.904912352561950684e-01
-4.320917427539825439e-01 -6.818202733993530273e-01 5.902692675590515137e-01
-4.333255589008331299e-01 -6.826295256614685059e-01 5.884264707565307617e-01
-4.329497516155242920e-01 -6.824622154235839844e-01 5.888969898223876953e-01
-4.381805360317230225e-01 -6.912951469421386719e-01 5.745508074760437012e-01
-4.317873418331146240e-01 -6.836282014846801758e-01 5.883979797363281250e-01
-4.352744519710540771e-01 -6.860958933830261230e-01 5.829309821128845215e-01
-4.319318234920501709e-01 -6.817486286163330078e-01 5.904690623283386230e-01
-4.339272677898406982e-01 -6.855750083923339844e-01 5.845459103584289551e-01
-4.339671432971954346e-01 -6.852598786354064941e-01 5.848857760429382324e-01
-4.336605072021484375e-01 -6.815066933631896973e-01 5.894803404808044434e-01
-4.371820986270904541e-01 -6.915770173072814941e-01 5.749720931053161621e-01
-4.373557865619659424e-01 -6.880455613136291504e-01 5.790624022483825684e-01
-4.401500225067138672e-01 -6.994389295578002930e-01 5.630747079849243164e-01
-4.336578845977783203e-01 -6.823868751525878906e-01 5.884632468223571777e-01
-4.343020915985107422e-01 -6.873735785484313965e-01 5.821505188941955566e-01
-4.342561960220336914e-01 -6.872141957283020020e-01 5.823729634284973145e-01
-4.345360696315765381e-01 -6.854838728904724121e-01 5.842005610466003418e-01
-4.366700351238250732e-01 -6.872637867927551270e-01 5.805063247680664062e-01
-4.305125772953033447e-01 -6.822424530982971191e-01 5.909350514411926270e-01
-4.336838722229003906e-01 -6.813609600067138672e-01 5.896317958831787109e-01
-4.380927383899688721e-01 -6.874493360519409180e-01 5.792133212089538574e-01
-4.351725280284881592e-01 -6.872426867485046387e-01 5.816548466682434082e-01
-4.322967529296875000e-01 -6.827997565269470215e-01 5.889855623245239258e-01
-4.332717359066009521e-01 -6.837407946586608887e-01 5.871745347976684570e-01
-4.335382282733917236e-01 -6.811055541038513184e-01 5.900337100028991699e-01
-4.353574514389038086e-01 -6.877702474594116211e-01 5.808924436569213867e-01
-4.335009455680847168e-01 -6.803752779960632324e-01 5.909031033515930176e-01
-4.349938035011291504e-01 -6.846926212310791016e-01 5.847874879837036133e-01
-4.373611509799957275e-01 -6.888999342918395996e-01 5.780417919158935547e-01
-4.332498610019683838e-01 -6.800602674484252930e-01 5.914494991302490234e-01
-4.338932633399963379e-01 -6.844053864479064941e-01 5.859401226043701172e-01
-4.344742894172668457e-01 -6.915915012359619141e-01 5.770037770271301270e-01
-4.342263936996459961e-01 -6.841170787811279297e-01 5.860300660133361816e-01
